ASN,CC,IP,numberOfIPs,abusePercent
55821,PH,1,11985,8.343763037129746e-05
55824,IN,46,72165,0.0006374281161227743
55828,BD,2,3060,0.00065359477124183
55832,IN,1,20145,4.9640109208240255e-05
55836,IN,70,3496305,2.002113659992478e-05
55839,IN,1,5100,0.000196078431372549
55843,SG,1,2550,0.000392156862745098
55850,NZ,2,71145,2.8111603064164726e-05
55853,NZ,2,10200,0.000196078431372549
55862,IN,3,18870,0.0001589825119236884
55879,IN,2,8925,0.0002240896358543417
5588,CZ,59,1319730,4.4706114129405256e-05
55899,Unknown,1,8160,0.00012254901960784314
559,EU,19,2243490,8.468947933799573e-06
55915,NP,13,7395,0.001757944557133198
55933,HK,1118,176715,0.006326571032453385
55947,IN,7,7140,0.0009803921568627449
55960,Unknown,16,239700,6.675010429703796e-05
55967,Unknown,38,35955,0.0010568766513697678
55977,Unknown,1,65280,1.5318627450980392e-05
5598,RU,3,8160,0.0003676470588235294
55990,Unknown,42,197877,0.00021225306629876132
55992,Unknown,1,130815,7.64438328937813e-06
55994,Unknown,2,7905,0.0002530044275774826
55996,Unknown,1,1530,0.00065359477124183
56001,Unknown,5,18105,0.00027616680475006904
56005,Unknown,18,66555,0.0002704530087897228
56019,CN,4,55590,7.195538765965101e-05
5602,IT,16,128520,0.00012449424214130097
5603,SI,36,783360,4.595588235294118e-05
56030,NZ,4,78285,5.1095356709459027e-05
56040,CN,131,1964520,6.668295563292815e-05
56041,Unknown,120,2930970,4.094207719628656e-05
56042,Unknown,9,423555,2.124871622339484e-05
56044,CN,27,874905,3.086049342500043e-05
56046,Unknown,153,2650980,5.771450557906888e-05
56047,Unknown,59,688500,8.569353667392883e-05
56048,Unknown,35,1035045,3.381495490534228e-05
56050,TH,2,7140,0.00028011204481792715
56055,NC,4,16320,0.00024509803921568627
56056,IN,1,510,0.0019607843137254897
56067,TH,4,10200,0.000392156862745098
5607,GB,194,7026270,2.761066682606845e-05
56082,HK,1,27285,3.665017408832692e-05
56089,NC,4,33150,0.00012066365007541477
56099,PH,3,11730,0.0002557544757033248
5610,CZ,64,1419840,4.50755014649538e-05
56106,AU,1,2550,0.000392156862745098
56141,VN,1,2040,0.0004901960784313724
56149,Unknown,1,2040,0.0004901960784313724
56150,Unknown,9,4080,0.0022058823529411764
56151,Unknown,2,2040,0.0009803921568627449
56153,Unknown,1,765,0.00130718954248366
56158,VN,3,1020,0.0029411764705882357
5617,PL,198,4883505,4.054464979558739e-05
5618,IR,1,2805,0.00035650623885917997
56186,NZ,1,6120,0.0001633986928104575
56202,IN,1,2805,0.00035650623885917997
56209,IN,28,23205,0.001206636500754148
56223,TH,1,1020,0.0009803921568627449
56224,IN,1,2040,0.0004901960784313724
56233,Unknown,1,4590,0.00021786492374727668
56234,Unknown,2,1020,0.0019607843137254897
56239,Unknown,1,4080,0.00024509803921568627
5624,DK,1,75990,1.3159626266614028e-05
56241,Unknown,8,6630,0.001206636500754148
56242,Unknown,23,3825,0.006013071895424837
56245,Unknown,1,1530,0.00065359477124183
56254,Unknown,1,255,0.0039215686274509795
5626,PT,3,48705,6.159531875577458e-05
56264,BD,5,7140,0.0007002801120448178
56268,IN,5,3570,0.0014005602240896359
5627,IR,1,1020,0.0009803921568627449
56272,IN,4,5100,0.000784313725490196
56290,IN,1,765,0.00130718954248366
56293,MN,16,2040,0.007843137254901959
56300,SG,78,31875,0.002447058823529412
56301,MN,5,1275,0.0039215686274509795
56304,NZ,1,4590,0.00021786492374727668
56309,TH,4,6120,0.00065359477124183
5631,GB,1,26520,3.770739064856712e-05
56315,IN,2,1275,0.001568627450980392
56322,HU,17,1020,0.016666666666666666
56329,GB,2,63750,3.137254901960784e-05
56330,RU,2,24735,8.085708510208207e-05
56339,FR,1,65280,1.5318627450980392e-05
56340,RU,1,9180,0.00010893246187363834
56341,RU,1,10710,9.337068160597572e-05
56347,UA,2,7140,0.00028011204481792715
56349,SK,1,2040,0.0004901960784313724
56354,UA,6,2295,0.00261437908496732
56357,DE,1,3315,0.00030165912518853697
56361,RU,1,12240,8.169934640522875e-05
56370,UA,2,8160,0.00024509803921568627
56376,IT,1,5100,0.000196078431372549
56377,RU,1,16575,6.0331825037707385e-05
56384,RU,1,1785,0.0005602240896358543
5639,TT,11,241740,4.5503433440886896e-05
56391,PL,3,9690,0.00030959752321981426
56399,UA,1,1020,0.0009803921568627449
56400,UA,2,1020,0.0019607843137254897
56401,UA,1,1020,0.0009803921568627449
56402,IR,827,188190,0.00439449492534141
56415,UA,1,1020,0.0009803921568627449
56420,RU,13,60690,0.0002142033283901796
56423,UA,1,1530,0.00065359477124183
56433,UA,3,8662,0.00034634033710459483
56436,RU,1,510,0.0019607843137254897
5645,CA,79,710430,0.00011120025899807158
56451,RU,1,1530,0.00065359477124183
56462,RU,1,1020,0.0009803921568627449
56465,UA,9,1020,0.008823529411764706
56466,IR,30,17340,0.0017301038062283738
56467,GB,1,2295,0.00043572984749455336
56468,AL,6,3060,0.0019607843137254897
56475,PL,1,1020,0.0009803921568627449
56476,RU,1,8160,0.00012254901960784314
56478,GB,12,42840,0.00028011204481792715
56485,UA,16,9435,0.001695813460519343
56487,RU,3,8160,0.0003676470588235294
56489,UA,1,1020,0.0009803921568627449
5650,US,241,7470480,3.2260309913151504e-05
56503,IR,74,17850,0.004145658263305322
56510,NL,1,4845,0.0002063983488132095
56515,PL,2,13260,0.00015082956259426848
56525,UA,1,510,0.0019607843137254897
56526,UA,5,1020,0.004901960784313725
56527,UA,2,2040,0.0009803921568627449
56528,RU,1,2040,0.0004901960784313724
56534,RU,3,20655,0.00014524328249818444
56541,RU,1,4080,0.00024509803921568627
56542,RU,1,3570,0.00028011204481792715
56568,KZ,1,2040,0.0004901960784313724
56577,RU,9,3060,0.0029411764705882357
56580,RU,2,7650,0.00026143790849673205
56581,RU,1,1020,0.0009803921568627449
56582,TR,4,10200,0.000392156862745098
56596,IL,1,2550,0.000392156862745098
56600,UA,2,9180,0.00021786492374727668
5661,US,1,65280,1.5318627450980392e-05
56610,UA,1,1020,0.0009803921568627449
56616,IR,5,11220,0.000445632798573975
56621,RU,1,1275,0.000784313725490196
56630,NL,44,34680,0.001268742791234141
56632,IR,1,3060,0.000326797385620915
56634,RU,2,4080,0.0004901960784313724
56660,IR,12,1020,0.011764705882352941
56664,RU,1,1020,0.0009803921568627449
56667,RU,5,3060,0.0016339869281045752
56668,UA,3,2040,0.0014705882352941176
56673,UA,1,255,0.0039215686274509795
56676,UA,1,3825,0.00026143790849673205
56677,RU,1,1020,0.0009803921568627449
56679,RU,1,1530,0.00065359477124183
56681,HR,1,3570,0.00028011204481792715
56689,RU,2,7140,0.00028011204481792715
56690,RU,3,3315,0.0009049773755656108
56694,RU,13,12495,0.0010404161664665868
56699,RU,1,510,0.0019607843137254897
56705,RU,1,1020,0.0009803921568627449
56707,RU,1,7650,0.00013071895424836605
56709,PL,2,5100,0.000392156862745098
56716,UA,1,765,0.00130718954248366
56720,RU,1,1020,0.0009803921568627449
56732,ES,1,2040,0.0004901960784313724
56740,BY,1,4590,0.00021786492374727668
56766,BG,2,2040,0.0009803921568627449
56774,FR,1,510,0.0019607843137254897
56776,RU,1,1020,0.0009803921568627449
56791,RU,1,10200,9.80392156862745e-05
56812,UA,2,9178,0.00021791239921551536
56815,IR,4,1020,0.0039215686274509795
56823,UA,1,5100,0.000196078431372549
56835,UA,4,1785,0.002240896358543417
56838,PL,1,1020,0.0009803921568627449
56846,RU,1,510,0.0019607843137254897
56851,UA,4,5100,0.000784313725490196
56865,SA,1,510,0.0019607843137254897
56876,DE,1,26265,3.807348181991243e-05
56882,ES,1020,4080,0.25
5690,CA,4,104295,3.835274941272352e-05
56908,SE,1,510,0.0019607843137254897
56910,GR,1,3825,0.00026143790849673205
56911,IT,9,16320,0.0005514705882352941
56912,DE,2,1530,0.00130718954248366
5692,AR,2,65280,3.0637254901960784e-05
5693,US,1,54570,1.832508704416346e-05
56934,ES,2,3060,0.00065359477124183
56954,RU,1,255,0.0039215686274509795
56969,RU,1,8160,0.00012254901960784314
56981,RU,1,14535,6.879944960440316e-05
56983,PL,1,4080,0.00024509803921568627
56995,PS,2,5100,0.000392156862745098
57,US,2,2805,0.0007130124777183599
57010,RU,1,6885,0.00014524328249818444
57011,RU,1,1020,0.0009803921568627449
57013,KZ,6,8160,0.0007352941176470588
57016,UZ,11,10200,0.0010784313725490195
57026,RU,2056,43095,0.047708550875971686
57033,UA,2,10200,0.000196078431372549
57041,RU,1,2040,0.0004901960784313724
57043,NL,4186,14535,0.2879944960440317
57044,RU,9,26775,0.00033613445378151267
57049,UA,3,1530,0.0019607843137254897
57059,RU,1,2040,0.0004901960784313724
57076,UA,1,2040,0.0004901960784313724
57093,UA,73,13770,0.005301379811183732
57096,KG,1,2040,0.0004901960784313724
57101,PL,2,5355,0.00037348272642390287
57110,SC,2,255,0.007843137254901959
57111,IT,1,2040,0.0004901960784313724
57121,PL,3,6375,0.00047058823529411766
57127,SI,1,1020,0.0009803921568627449
5713,ZA,15,1042396,1.4389924750286841e-05
57131,SE,2,4080,0.0004901960784313724
57134,MK,1,2040,0.0004901960784313724
57140,ES,1,3060,0.000326797385620915
57153,RU,510,510,1.0
57154,DE,1,14790,6.76132521974307e-05
57155,RU,3,4080,0.0007352941176470588
57158,CZ,2,1020,0.0019607843137254897
57168,GB,2,6885,0.0002904865649963689
57169,AT,12,11985,0.0010012515644555694
57172,NL,233,6885,0.03384168482207698
57180,EU,1,255,0.0039215686274509795
57187,AE,1,2040,0.0004901960784313724
5719,US,1,132345,7.5560089160905215e-06
57191,CZ,1,1275,0.000784313725490196
57192,BY,2,255,0.007843137254901959
57199,FR,2,255,0.007843137254901959
57207,RS,1,1020,0.0009803921568627449
57214,RU,1,9180,0.00010893246187363834
57218,IR,8742,433500,0.020166089965397926
57221,PL,10,2040,0.004901960784313725
57227,RU,15,20655,0.0007262164124909223
57230,GB,3,255,0.011764705882352941
57235,IR,2,9180,0.00021786492374727668
57240,IR,22,2040,0.010784313725490196
57246,RU,1,1275,0.000784313725490196
57256,LB,1,2805,0.00035650623885917997
57267,RO,1,255,0.0039215686274509795
57269,ES,1,7650,0.00013071895424836605
57271,RU,255,510,0.5
57279,CZ,1,4080,0.00024509803921568627
57286,ES,5,8925,0.0005602240896358543
57287,CZ,3,4080,0.0007352941176470588
57292,IR,2,2550,0.000784313725490196
57293,AZ,27,70380,0.00038363171355498723
57294,CZ,1,4080,0.00024509803921568627
57304,AZ,4,8160,0.0004901960784313724
57311,UA,14,2040,0.006862745098039216
57323,RU,1,1020,0.0009803921568627449
57324,IQ,1,6120,0.0001633986928104575
57331,BY,3,2040,0.0014705882352941176
57333,RU,1,8160,0.00012254901960784314
57334,RU,2,1785,0.0011204481792717086
57344,BG,2,15810,0.0001265022137887413
57367,PL,4,15555,0.00025715204114432663
57370,CH,3,21420,0.00014005602240896358
57374,MK,1,5865,0.00017050298380221653
57378,RU,16,60180,0.0002658690594882021
57381,NO,1,510,0.0019607843137254897
57382,EU,2,510,0.0039215686274509795
57383,RU,11,2040,0.005392156862745098
57388,AL,13,3060,0.004248366013071895
57389,HU,2,22950,8.714596949891067e-05
57395,DE,5,6630,0.0007541478129713424
57396,RU,3,8160,0.0003676470588235294
57406,RU,1,510,0.0019607843137254897
57422,UA,2,8160,0.00024509803921568627
57423,NO,3,255,0.011764705882352941
57424,RU,1,3060,0.000326797385620915
57449,RU,1,255,0.0039215686274509795
57461,IR,1,1530,0.00065359477124183
57474,IR,3,3060,0.0009803921568627449
57487,RU,3,5100,0.000588235294117647
57493,UA,1,508,0.001968503937007874
57494,RU,22,10455,0.002104256336681014
57496,CZ,1,4080,0.00024509803921568627
57497,IR,1,3570,0.00028011204481792715
57509,BG,27,255,0.10588235294117647
57519,UA,1,255,0.0039215686274509795
57526,RU,1,1275,0.000784313725490196
57534,RU,4,8160,0.0004901960784313724
57552,RU,1,1530,0.00065359477124183
57562,RU,1,1530,0.00065359477124183
57563,IR,3,9180,0.000326797385620915
57578,RU,1,1273,0.0007855459544383348
5758,US,1,3570,0.00028011204481792715
57583,RU,1,2040,0.0004901960784313724
57587,RU,2,509,0.003929273084479371
57588,IQ,4,4845,0.000825593395252838
57592,PL,2,1785,0.0011204481792717086
57594,PL,1,1020,0.0009803921568627449
57598,MD,65280,82620,0.7901234567901234
5760,US,1,80325,1.2449424214130096e-05
57608,PL,1,4080,0.00024509803921568627
57634,BG,3,7395,0.00040567951318458417
57643,PL,1,4080,0.00024509803921568627
57659,UA,1,2040,0.0004901960784313724
57673,RO,14,1020,0.013725490196078431
57679,UA,1,1020,0.0009803921568627449
5769,CA,104,2571930,4.0436559315377945e-05
577,CA,136,5481671,2.480995302344851e-05
57701,PL,1,2295,0.00043572984749455336
57705,BG,5,1784,0.002802690582959641
57723,PL,1,1530,0.00065359477124183
57727,IL,1,2040,0.0004901960784313724
57728,RU,1,510,0.0019607843137254897
57731,IL,1020,16575,0.061538461538461535
57742,RU,2,2040,0.0009803921568627449
57743,GE,1,510,0.0019607843137254897
57753,RU,2,2040,0.0009803921568627449
57758,NL,1,1275,0.000784313725490196
57764,UZ,10,5100,0.0019607843137254897
57766,RU,1,255,0.0039215686274509795
57768,GE,5,5100,0.0009803921568627449
57776,MD,1,1020,0.0009803921568627449
57786,AZ,1,1020,0.0009803921568627449
57795,NL,2,26010,7.689350249903884e-05
57798,CZ,2,2040,0.0009803921568627449
57800,CZ,1,8160,0.00012254901960784314
57801,SK,3,1275,0.002352941176470588
57803,RU,1,7395,0.0001352265043948614
57822,RU,1,1785,0.0005602240896358543
57826,KZ,1,8160,0.00012254901960784314
57827,RU,1,2040,0.0004901960784313724
57835,RU,3,2040,0.0014705882352941176
57844,TR,5,25755,0.0001941370607649
57847,RU,5,2040,0.0024509803921568627
57858,EE,7968,41820,0.19053084648493546
57860,DK,3,1020,0.0029411764705882357
57871,RU,2,3060,0.00065359477124183
57880,GB,8160,8160,1.0
57888,HR,4,14280,0.00028011204481792715
57889,PL,1,4335,0.0002306805074971165
57894,UA,1,255,0.0039215686274509795
57899,UA,5,510,0.00980392156862745
57910,ES,8,20400,0.000392156862745098
57944,UA,1,1275,0.000784313725490196
57948,BE,1,2805,0.00035650623885917997
57950,KZ,1,1020,0.0009803921568627449
57958,IQ,1,2040,0.0004901960784313724
57960,UA,1,7140,0.00014005602240896358
57961,AL,1,2040,0.0004901960784313724
57962,UA,1,510,0.0019607843137254897
57963,NO,42,35700,0.001176470588235294
57970,ES,1,13005,7.689350249903884e-05
57972,EE,1020,2550,0.4
57993,RO,2,1530,0.00130718954248366
57999,UA,1,1020,0.0009803921568627449
58000,RU,7,510,0.013725490196078431
58002,RU,2,13515,0.00014798372179060306
58003,FI,1,9180,0.00010893246187363834
58010,DE,2,4080,0.0004901960784313724
58022,RO,3,1785,0.0016806722689075633
58052,RO,1,765,0.00130718954248366
58054,UA,1,4080,0.00024509803921568627
58055,UA,1,4080,0.00024509803921568627
58056,SI,2,22440,8.912655971479499e-05
58059,TR,3,2040,0.0014705882352941176
58065,SE,15828,23970,0.6603254067584481
58067,RU,1,5100,0.000196078431372549
58073,NL,6,8160,0.0007352941176470588
58079,BG,4,5355,0.0007469654528478057
58080,IR,4,2040,0.0019607843137254897
58081,IR,3,3060,0.0009803921568627449
58099,UA,1,255,0.0039215686274509795
58118,MD,2,1020,0.0019607843137254897
58134,RU,1,2040,0.0004901960784313724
58142,IR,6,8160,0.0007352941176470588
58157,RU,2,2040,0.0009803921568627449
58170,RO,1,255,0.0039215686274509795
58182,IL,3,1020,0.0029411764705882357
58189,RU,2,8160,0.00024509803921568627
58196,UA,2,1020,0.0019607843137254897
58199,UA,1,510,0.0019607843137254897
58202,IR,6,3060,0.0019607843137254897
58209,NL,1,1020,0.0009803921568627449
58221,UA,1,1020,0.0009803921568627449
58224,IR,11188,2194020,0.005099315411892326
58230,RU,1,1020,0.0009803921568627449
58238,RU,1,1020,0.0009803921568627449
58246,GB,1,2040,0.0004901960784313724
58254,UZ,2,2040,0.0009803921568627449
58256,IR,83,12495,0.006642657062825129
58262,IR,1,2040,0.0004901960784313724
58269,LV,1,5100,0.000196078431372549
58271,UA,525,15810,0.03320683111954459
58272,NL,1,14280,7.002801120448179e-05
58273,GB,1,12240,8.169934640522875e-05
58275,SK,1,4080,0.00024509803921568627
58291,NL,1,6120,0.0001633986928104575
58297,UA,2,1020,0.0019607843137254897
58299,CH,2,5610,0.00035650623885917997
58302,NO,1,1530,0.00065359477124183
58303,IR,7,3060,0.002287581699346405
58305,GB,2,18360,0.00010893246187363834
58309,UA,2,9180,0.00021786492374727668
58319,RU,1,255,0.0039215686274509795
58321,PL,1,23460,4.262574595055413e-05
58323,DE,1,2040,0.0004901960784313724
58329,DE,4,1275,0.003137254901960784
58330,UZ,1,1020,0.0009803921568627449
58331,IR,8,2550,0.003137254901960784
58332,UA,1,765,0.00130718954248366
58345,ES,1,6120,0.0001633986928104575
58347,RU,1,1530,0.00065359477124183
58375,ID,1,510,0.0019607843137254897
58381,Unknown,1,2805,0.00035650623885917997
58397,Unknown,2,11220,0.00017825311942958999
58400,Unknown,8,1020,0.007843137254901959
58401,Unknown,1,510,0.0019607843137254897
58404,Unknown,2,3315,0.0006033182503770738
58405,IN,2,5100,0.000392156862745098
58411,HK,1,5100,0.000196078431372549
58416,Unknown,1,9180,0.00010893246187363834
58424,KH,9,10200,0.0008823529411764707
58438,IN,53,21930,0.002416780665754674
58439,MN,3,5100,0.000588235294117647
58448,CN,1,1020,0.0009803921568627449
58451,HK,1,19380,5.1599587203302365e-05
58453,HK,4,194565,2.055868218847172e-05
58460,PG,2,5355,0.00037348272642390287
58461,CN,80,204000,0.000392156862745098
58466,CN,110,383520,0.000286816854401335
58474,ID,3,1785,0.0016806722689075633
58477,Unknown,4,4080,0.0009803921568627449
58479,Unknown,7,255,0.027450980392156862
58482,Unknown,4,2805,0.0014260249554367199
58484,Unknown,2,255,0.007843137254901959
58487,Unknown,5,2040,0.0024509803921568627
58492,Unknown,1,1020,0.0009803921568627449
58495,Unknown,3,6120,0.0004901960784313724
58500,Unknown,1,9435,0.00010598834128245892
58503,Unknown,1,1020,0.0009803921568627449
58504,NP,6,3060,0.0019607843137254897
58507,AU,1,7395,0.0001352265043948614
58514,ID,9,2805,0.0032085561497326204
58519,Unknown,1547,340170,0.004547726136931534
58536,CN,4,2295,0.0017429193899782135
58540,Unknown,2,33915,5.897095680377414e-05
58541,Unknown,7,61455,0.00011390448295500772
58542,Unknown,1,65280,1.5318627450980392e-05
58543,Unknown,52,339405,0.00015320929273287076
58551,Unknown,2,1020,0.0019607843137254897
58552,Unknown,15,10198,0.0014708766424789176
58563,CN,11,96390,0.00011411972196285923
58587,BD,8,2550,0.003137254901960784
58593,CN,233876,465120,0.5028293773649811
58594,IN,3,4080,0.0007352941176470588
58597,IN,1,3060,0.000326797385620915
58598,MN,4,2040,0.0019607843137254897
58601,BD,2,3060,0.00065359477124183
58604,PH,1,510,0.0019607843137254897
58621,SG,7,21420,0.000326797385620915
58625,MN,2,1020,0.0019607843137254897
58640,IN,7,43605,0.00016053204907694069
58641,IN,1,510,0.0019607843137254897
58648,Unknown,1,1275,0.000784313725490196
58659,IN,20,19890,0.001005530417295123
58678,IN,24,44370,0.0005409060175794456
58683,HK,2,32640,6.127450980392157e-05
58689,BD,28,6885,0.004066811909949165
58691,BD,1,6630,0.00015082956259426848
58693,IN,1,1530,0.00065359477124183
58697,AF,2,1530,0.00130718954248366
58715,BD,4,5610,0.0007130124777183599
58717,BD,9,6120,0.0014705882352941176
58725,IN,1,2040,0.0004901960784313724
58726,MN,1,1020,0.0009803921568627449
58731,TL,1,4335,0.0002306805074971165
58736,BD,1,1275,0.000784313725490196
58738,SG,1530,9435,0.16216216216216214
58757,PH,1,2040,0.0004901960784313724
58762,Unknown,3,8415,0.00035650623885917997
58765,Unknown,1,5100,0.000196078431372549
58766,Unknown,1,1530,0.00065359477124183
58768,BD,5,2040,0.0024509803921568627
58791,Unknown,3,3060,0.0009803921568627449
58813,BD,1,2040,0.0004901960784313724
58819,Unknown,1,1275,0.000784313725490196
58820,Unknown,1,2295,0.00043572984749455336
58821,Unknown,4,2040,0.0019607843137254897
58822,Unknown,1,510,0.0019607843137254897
58824,Unknown,1,510,0.0019607843137254897
58826,BD,2,2295,0.0008714596949891067
58868,AU,1,2550,0.000392156862745098
58889,BD,1,2040,0.0004901960784313724
58893,PK,2,9180,0.00021786492374727668
58895,PK,3,131835,2.2755717373990216e-05
58898,Unknown,14,8160,0.001715686274509804
589,US,6,65790,9.119927040583675e-05
58903,Unknown,3,1020,0.0029411764705882357
58906,Unknown,4,4080,0.0009803921568627449
58912,BD,5,2040,0.0024509803921568627
58923,BD,9,6630,0.0013574660633484162
58940,AU,1,6375,0.00015686274509803922
