ASN,CC,IP,numberOfIPs,abusePercent
267065,BR,2,1020,0.0019607843137254897
267069,BR,2,1020,0.0019607843137254897
267075,BR,1,1020,0.0009803921568627449
267076,BR,1,1020,0.0009803921568627449
267079,BR,1,1020,0.0009803921568627449
267081,BR,1,1020,0.0009803921568627449
267089,BR,1,1020,0.0009803921568627449
267096,BR,1,1020,0.0009803921568627449
26710,US,3,1785,0.0016806722689075633
267120,BR,1,1020,0.0009803921568627449
267127,BR,1,1020,0.0009803921568627449
267143,BR,4,1020,0.0039215686274509795
267147,BR,1,1020,0.0009803921568627449
267155,BR,1,1020,0.0009803921568627449
267156,BR,2,1020,0.0019607843137254897
267159,BR,1,1020,0.0009803921568627449
267178,BR,1,1020,0.0009803921568627449
267191,BR,1,765,0.00130718954248366
267200,BR,1,1020,0.0009803921568627449
267203,BR,1,1020,0.0009803921568627449
267213,BR,1,1020,0.0009803921568627449
267237,BR,1,1020,0.0009803921568627449
26725,US,1,10965,9.119927040583675e-05
267251,BR,1,1020,0.0009803921568627449
267252,BR,3,1020,0.0029411764705882357
267260,BR,1,1020,0.0009803921568627449
267267,BR,1,1020,0.0009803921568627449
267269,BR,1,1020,0.0009803921568627449
267272,BR,2,1020,0.0019607843137254897
267276,BR,1,765,0.00130718954248366
267278,BR,1,1020,0.0009803921568627449
267296,BR,1,1020,0.0009803921568627449
267308,BR,1,1020,0.0009803921568627449
267344,BR,2,1020,0.0019607843137254897
267349,BR,1,1020,0.0009803921568627449
267355,BR,1,1020,0.0009803921568627449
267363,BR,1,1019,0.0009813542688910696
267370,BR,1,1020,0.0009803921568627449
267379,BR,1,1020,0.0009803921568627449
267382,BR,1,1020,0.0009803921568627449
267385,BR,1,1020,0.0009803921568627449
267389,BR,1,1020,0.0009803921568627449
267390,BR,1,1020,0.0009803921568627449
267402,BR,1,1020,0.0009803921568627449
26742,US,1,4080,0.00024509803921568627
267435,BR,8,1020,0.007843137254901959
267451,BR,1,1020,0.0009803921568627449
267458,BR,1,1020,0.0009803921568627449
267466,BR,1,1020,0.0009803921568627449
267476,BR,1,1020,0.0009803921568627449
267479,BR,1,1020,0.0009803921568627449
267481,BR,1,1020,0.0009803921568627449
267483,BR,1,1020,0.0009803921568627449
267484,BR,3,11730,0.0002557544757033248
267487,BR,1,1020,0.0009803921568627449
267495,BR,2,1020,0.0019607843137254897
267496,BR,1,1020,0.0009803921568627449
267502,BR,1,1020,0.0009803921568627449
267507,BR,1,1020,0.0009803921568627449
267513,BR,2,3060,0.00065359477124183
267516,BR,4,1020,0.0039215686274509795
267529,BR,3,1020,0.0029411764705882357
26753,CA,2,70380,2.841716396703609e-05
267530,BR,1,1020,0.0009803921568627449
267531,BR,1,1020,0.0009803921568627449
267538,BR,1,1020,0.0009803921568627449
267539,BR,1,1020,0.0009803921568627449
267540,BR,2,1020,0.0019607843137254897
267541,BR,1,1020,0.0009803921568627449
267556,BR,2,1020,0.0019607843137254897
267558,BR,1,1020,0.0009803921568627449
267560,BR,1,1020,0.0009803921568627449
267561,BR,1,1020,0.0009803921568627449
267564,BR,3,1020,0.0029411764705882357
267586,BR,2,1020,0.0019607843137254897
267590,BR,1,1020,0.0009803921568627449
267593,BR,1,1020,0.0009803921568627449
267597,BR,2,1020,0.0019607843137254897
267599,BR,1,1020,0.0009803921568627449
267610,BR,2,1020,0.0019607843137254897
267611,BR,3,1020,0.0029411764705882357
267624,BR,10,1020,0.00980392156862745
267638,BR,1,1020,0.0009803921568627449
267639,BR,1,1020,0.0009803921568627449
267645,BR,1,1020,0.0009803921568627449
267650,BR,1,1020,0.0009803921568627449
267656,BR,1,1020,0.0009803921568627449
267661,BR,1,1020,0.0009803921568627449
267707,AR,1,1020,0.0009803921568627449
26771,US,1,4080,0.00024509803921568627
267713,GT,1,1020,0.0009803921568627449
267721,AR,1,1020,0.0009803921568627449
267752,SV,1,1785,0.0005602240896358543
267763,AR,1,510,0.0019607843137254897
267781,VE,1,1020,0.0009803921568627449
26794,US,2,46920,4.262574595055413e-05
267948,BR,1,1020,0.0009803921568627449
267950,BR,1,1020,0.0009803921568627449
267954,BR,5,1020,0.004901960784313725
267959,BR,1,1020,0.0009803921568627449
267973,BR,1,510,0.0019607843137254897
267975,BR,3,510,0.005882352941176471
267984,BR,1,1020,0.0009803921568627449
268009,BR,2,1020,0.0019607843137254897
26801,US,2,73950,2.704530087897228e-05
268017,BR,6,1020,0.005882352941176471
268050,BR,10,1020,0.00980392156862745
268052,BR,1,1020,0.0009803921568627449
268054,BR,1,1020,0.0009803921568627449
268066,BR,1,1020,0.0009803921568627449
268068,BR,1,1020,0.0009803921568627449
268082,BR,1,1020,0.0009803921568627449
268159,BR,1,1020,0.0009803921568627449
268165,BR,1,1020,0.0009803921568627449
268168,BR,3,1020,0.0029411764705882357
268194,BR,4,1020,0.0039215686274509795
268205,BR,1,1020,0.0009803921568627449
268212,BR,1,1020,0.0009803921568627449
268213,BR,1,1020,0.0009803921568627449
268217,BR,2,1020,0.0019607843137254897
268221,BR,1,1020,0.0009803921568627449
268224,BR,3,1020,0.0029411764705882357
268225,BR,3,1020,0.0029411764705882357
268233,BR,1,1020,0.0009803921568627449
268238,BR,2,1020,0.0019607843137254897
268260,BR,2,1020,0.0019607843137254897
26827,US,13,118320,0.00010987153482082488
268281,BR,1,1020,0.0009803921568627449
268283,BR,1,1020,0.0009803921568627449
268286,BR,2,1020,0.0019607843137254897
268289,BR,1,1020,0.0009803921568627449
268295,BR,10,1020,0.00980392156862745
268299,BR,2,1020,0.0019607843137254897
268314,BR,1,1020,0.0009803921568627449
26832,CA,1,2040,0.0004901960784313724
268324,BR,4,1020,0.0039215686274509795
268330,BR,12,1020,0.011764705882352941
268338,BR,1,1020,0.0009803921568627449
268339,BR,6,1020,0.005882352941176471
268340,BR,1,1020,0.0009803921568627449
268358,BR,6,1020,0.005882352941176471
268367,BR,1,1020,0.0009803921568627449
268376,BR,1,1020,0.0009803921568627449
268393,BR,1,1020,0.0009803921568627449
268397,BR,1,1020,0.0009803921568627449
268404,BR,1,1020,0.0009803921568627449
268409,BR,2,1020,0.0019607843137254897
268410,BR,1,1020,0.0009803921568627449
268411,BR,1,1020,0.0009803921568627449
268417,BR,2,1020,0.0019607843137254897
268420,BR,1,1020,0.0009803921568627449
268423,BR,1,1020,0.0009803921568627449
268425,BR,2,1020,0.0019607843137254897
268429,BR,1,1020,0.0009803921568627449
268445,BR,1,1020,0.0009803921568627449
268447,BR,1,1020,0.0009803921568627449
268458,BR,2,1020,0.0019607843137254897
268465,BR,1,1020,0.0009803921568627449
268476,BR,1,1020,0.0009803921568627449
268490,BR,9,1020,0.008823529411764706
268499,BR,1,1020,0.0009803921568627449
268501,BR,2,1020,0.0019607843137254897
268560,BR,1,1020,0.0009803921568627449
268563,BR,1,1020,0.0009803921568627449
268565,BR,1,1020,0.0009803921568627449
268566,BR,1,1020,0.0009803921568627449
268570,BR,9,1020,0.008823529411764706
268573,BR,1,1020,0.0009803921568627449
268575,BR,5,1020,0.004901960784313725
268595,BR,1,1020,0.0009803921568627449
268596,BR,1,1020,0.0009803921568627449
2686,Unknown,2,8854620,2.2587078835681263e-07
268610,BR,1,1020,0.0009803921568627449
268663,BR,1,1020,0.0009803921568627449
268679,BR,1,1020,0.0009803921568627449
268686,BR,1,1020,0.0009803921568627449
268687,BR,2,1020,0.0019607843137254897
268690,BR,1,1020,0.0009803921568627449
268706,BR,1,510,0.0019607843137254897
268709,BR,1,1020,0.0009803921568627449
268725,BR,3,1020,0.0029411764705882357
268790,BR,1,1020,0.0009803921568627449
2688,Unknown,1,244545,4.0892269316485716e-06
26903,US,1,4335,0.0002306805074971165
26923,US,1,32895,3.0399756801945586e-05
26932,CA,1,23460,4.262574595055413e-05
26935,US,1,11730,8.525149190110827e-05
26988,US,1,255,0.0039215686274509795
27,US,1,139230,7.182360123536594e-06
27005,US,1,17085,5.85308750365818e-05
2711,US,1,251583,3.9748313677792225e-06
2715,BR,3,416160,7.2087658592848905e-06
27176,US,10,6885,0.0014524328249818446
27193,US,2,34680,5.7670126874279124e-05
27209,US,2,1020,0.0019607843137254897
27221,US,1,9180,0.00010893246187363834
27257,US,19,97920,0.00019403594771241832
27262,US,1,15300,6.535947712418301e-05
2727,US,2,13770,0.00014524328249818444
27288,US,1,30345,3.295435821387378e-05
2731,US,1,2295,0.00043572984749455336
27310,US,2,7140,0.00028011204481792715
27338,US,1,22695,4.406256884776383e-05
2735,CA,1,4080,0.00024509803921568627
27353,US,1,65280,1.5318627450980392e-05
27357,US,10,264914,3.7748099383196055e-05
27364,US,51,311100,0.00016393442622950817
27385,US,3,5865,0.0005115089514066496
27411,US,53297,71400,0.7464565826330533
27435,US,3,99195,3.024345985180705e-05
27471,US,4,34934,0.000114501631648251
27569,US,2,4080,0.0004901960784313724
27589,US,1,84915,1.1776482364717661e-05
27630,US,5,26248,0.00019049070405364216
2764,AU,12,456284,2.629941001656863e-05
27640,US,5,3825,0.00130718954248366
27647,US,7,2295,0.003050108932461873
27651,CL,7,74205,9.433326595242907e-05
27653,HT,1,22440,4.4563279857397496e-05
27659,CL,2,12240,0.0001633986928104575
27665,TT,10,148155,6.749687826938004e-05
27668,EC,18,124440,0.00014464802314368368
27669,PY,1,3825,0.00026143790849673205
27672,MX,3,171615,1.7480989424001394e-05
27678,CL,1,2550,0.000392156862745098
27688,BR,2,8160,0.00024509803921568627
27693,BR,1,21420,4.668534080298786e-05
27695,CO,36,164220,0.0002192181220314213
27696,HN,3,35700,8.403361344537815e-05
27697,BR,1,3825,0.00026143790849673205
27699,BR,471,4703730,0.00010013329846738652
27708,SV,1,5355,0.00018674136321195143
27715,BR,32,322320,9.928021841648051e-05
27717,VE,3,40035,7.493443237167478e-05
27720,BR,4,5100,0.000784313725490196
27725,CU,2673,189720,0.014089184060721063
27729,HN,1,1785,0.0005602240896358543
27734,SX,5,17340,0.0002883506343713956
27738,EC,23,217005,0.00010598834128245892
27742,NI,3,19125,0.00015686274509803922
27745,BQ,2,14025,0.00014260249554367202
27747,AR,58,630870,9.193653209060504e-05
27751,AR,1,20400,4.901960784313725e-05
27754,AR,1,11220,8.912655971479499e-05
27755,PA,1,9435,0.00010598834128245892
27763,CO,3,2805,0.0010695187165775401
27768,PY,1,10710,9.337068160597572e-05
27773,SV,5,156825,3.188267176789415e-05
27774,HT,1,7140,0.00014005602240896358
27775,SR,21,77775,0.0002700096432015429
27781,SX,1,10965,9.119927040583675e-05
27790,AR,1,4080,0.00024509803921568627
27792,AR,6,19380,0.00030959752321981426
27795,PY,1,2040,0.0004901960784313724
278,MX,15,131070,0.00011444266422522316
27813,AR,9,22185,0.00040567951318458417
27817,CO,1,10457,9.56297217175098e-05
27818,AR,6,17340,0.00034602076124567473
27822,AR,3,27285,0.00010995052226498076
27823,AR,6,18615,0.00032232070910556004
27831,CO,15,1811520,8.280339162692104e-06
27833,AR,11,58140,0.00018919848641210868
27837,CO,1,13005,7.689350249903884e-05
27839,BO,10,74460,0.00013430029546065002
27843,PE,21,75480,0.0002782193958664547
27845,CO,12,20910,0.0005738880918220947
27865,AR,2,2040,0.0009803921568627449
27866,PY,10,215730,4.6354239095165254e-05
27872,VE,2,255,0.007843137254901959
27876,CR,1,12750,7.843137254901961e-05
27879,AR,4,8160,0.0004901960784313724
27881,AR,2,18105,0.00011046672190002759
27882,BO,15,39780,0.0003770739064856712
27884,HN,1289,41055,0.03139690658872245
27887,DO,1,59415,1.6830766641420512e-05
27895,PY,2,18360,0.00010893246187363834
27901,CL,5,53805,9.292816652727441e-05
27903,SV,1,4080,0.00024509803921568627
27919,EC,1,1530,0.00065359477124183
27923,HN,1,13260,7.541478129713424e-05
27924,TT,3,6120,0.0004901960784313724
27925,CL,3,267240,1.122586439155815e-05
27927,AR,3,29325,0.00010230179028132991
27932,HN,6,12495,0.0004801920768307323
27934,AR,2,2040,0.0009803921568627449
27935,AR,4,2040,0.0019607843137254897
27941,CO,1,6375,0.00015686274509803922
27947,EC,67,529635,0.0001265022137887413
27948,EC,15,5100,0.0029411764705882357
27950,AR,3,2040,0.0014705882352941176
27951,CO,26,39525,0.0006578115117014548
27953,AR,11,33150,0.00033182503770739065
27955,AR,2,19380,0.00010319917440660473
27956,PA,4,4845,0.000825593395252838
27960,AR,3,14280,0.00021008403361344542
27964,AR,4,32895,0.00012159902720778232
27967,AR,1,65025,1.5378700499807768e-05
27979,CL,1,6120,0.0001633986928104575
27983,AR,9,112200,8.021390374331552e-05
27984,AR,5,76500,6.535947712418301e-05
27987,AR,3,9180,0.000326797385620915
27995,CL,1,166260,6.014675808973896e-06
27996,AR,1,4080,0.00024509803921568627
28005,PA,1,5610,0.00017825311942958999
28006,EC,160,296565,0.0005395107312056379
28007,VE,12,14790,0.0008113590263691682
28009,AR,1,10200,9.80392156862745e-05
28015,AR,3,41820,7.173601147776183e-05
28023,AR,2,3315,0.0006033182503770738
28024,BO,1,426360,2.3454357819682896e-06
28026,AR,2,4080,0.0004901960784313724
28032,PE,1,11475,8.714596949891067e-05
28036,NI,1,12240,8.169934640522875e-05
28037,AR,3,2295,0.00130718954248366
28038,AR,3,26520,0.00011312217194570136
28048,AR,2,34935,5.7249177043080005e-05
28049,GT,1,4080,0.00024509803921568627
28051,AR,1,4080,0.00024509803921568627
28065,AR,2,2295,0.0008714596949891067
28073,AR,12,9180,0.00130718954248366
28075,AR,31,65535,0.0004730296787975892
28080,AR,1,3060,0.000326797385620915
28096,CL,1,2040,0.0004901960784313724
28098,CL,2,17340,0.00011534025374855825
28099,CL,1,3315,0.00030165912518853697
28100,AR,7,11220,0.0006238859180035651
28103,PY,2,5610,0.00035650623885917997
28110,CR,1,4080,0.00024509803921568627
28118,DO,26,453900,5.7281339502092966e-05
28124,BR,1,5100,0.000196078431372549
28126,BR,20,65280,0.00030637254901960784
28128,BR,1,5100,0.000196078431372549
28130,BR,1,13260,7.541478129713424e-05
28131,BR,1,8160,0.00012254901960784314
28135,BR,1,34680,2.8835063437139562e-05
28137,BR,1,3825,0.00026143790849673205
28145,BR,1,8160,0.00012254901960784314
28146,BR,20,21420,0.0009337068160597573
28153,BR,2,10200,0.000196078431372549
28156,BR,1,4080,0.00024509803921568627
28158,BR,5,14280,0.00035014005602240897
28165,BR,2,24480,8.169934640522875e-05
28166,BR,8,40800,0.000196078431372549
28169,BR,1,21420,4.668534080298786e-05
28171,BR,6,20400,0.0002941176470588235
28173,BR,4,8160,0.0004901960784313724
28178,BR,3,8160,0.0003676470588235294
28182,BR,2,4080,0.0004901960784313724
28183,BR,3,12240,0.00024509803921568627
28184,BR,2,4080,0.0004901960784313724
28186,BR,11,48960,0.0002246732026143791
28187,BR,1,4080,0.00024509803921568627
28188,BR,2,17340,0.00011534025374855825
28189,BR,2,9180,0.00021786492374727668
28190,BR,1,4080,0.00024509803921568627
28191,BR,3,8160,0.0003676470588235294
28192,BR,3,14280,0.00021008403361344542
28195,BR,1,8160,0.00012254901960784314
28198,BR,14,9180,0.0015250544662309367
28201,BR,6,43860,0.00013679890560875513
28202,BR,52,212160,0.00024509803921568627
28208,BR,2,9180,0.00021786492374727668
28209,BR,5,20400,0.00024509803921568627
28210,BR,1,32640,3.0637254901960784e-05
28211,BR,1,4080,0.00024509803921568627
28212,BR,2,8160,0.00024509803921568627
28219,BR,4,9180,0.00043572984749455336
28220,BR,8,187680,4.262574595055413e-05
28224,BR,1,10200,9.80392156862745e-05
28225,BR,1,4080,0.00024509803921568627
28226,BR,4,6630,0.0006033182503770738
28227,BR,1,4080,0.00024509803921568627
28229,BR,1,8160,0.00012254901960784314
28231,BR,1,4080,0.00024509803921568627
28233,BR,1,12240,8.169934640522875e-05
28235,BR,2,8160,0.00024509803921568627
28240,BR,2,2040,0.0009803921568627449
28241,BR,1,8160,0.00012254901960784314
28245,BR,2,12240,0.0001633986928104575
28246,BR,2,3315,0.0006033182503770738
28247,BR,2,7140,0.00028011204481792715
28250,BR,8,21675,0.0003690888119953864
28252,BR,3,8160,0.0003676470588235294
28255,BR,1,14280,7.002801120448179e-05
28258,BR,1,18360,5.446623093681917e-05
28260,BR,6,16320,0.0003676470588235294
28261,BR,1,1785,0.0005602240896358543
28263,BR,6,12240,0.0004901960784313724
28265,BR,1,12240,8.169934640522875e-05
28266,BR,1,5100,0.000196078431372549
28267,BR,1,8160,0.00012254901960784314
28270,BR,7,57120,0.00012254901960784314
28271,BR,4,24480,0.0001633986928104575
28272,BR,1,8160,0.00012254901960784314
28276,BR,1,16320,6.127450980392157e-05
28277,BR,1,5865,0.00017050298380221653
28279,BR,3,16320,0.0001838235294117647
2828,US,14,2835090,4.938114839387815e-06
28283,BR,9,24480,0.0003676470588235294
28284,BR,5,7140,0.0007002801120448178
28287,BR,9,17340,0.0005190311418685121
28292,BR,1,16320,6.127450980392157e-05
28294,BR,1,30600,3.2679738562091506e-05
28295,BR,2,2295,0.0008714596949891067
28299,BR,9,24480,0.0003676470588235294
28300,BR,3,28560,0.00010504201680672271
28303,Unknown,12,40290,0.00029784065524944163
28305,BR,1,8160,0.00012254901960784314
28306,BR,2,16320,0.00012254901960784314
2831,SE,1,65280,1.5318627450980392e-05
28310,BR,2,8160,0.00024509803921568627
28311,BR,1,12240,8.169934640522875e-05
28322,BR,1,8160,0.00012254901960784314
28323,BR,3,4080,0.0007352941176470588
28326,BR,1,2040,0.0004901960784313724
28328,BR,2,7650,0.00026143790849673205
28329,BR,8,41055,0.0001948605529168189
2833,SE,1,65535,1.5259021896696422e-05
28330,BR,4,9180,0.00043572984749455336
28331,BR,4,29580,0.0001352265043948614
28333,BR,2,8160,0.00024509803921568627
28335,BR,3,2040,0.0014705882352941176
28340,BR,1,8160,0.00012254901960784314
28342,BR,1,2040,0.0004901960784313724
28343,BR,11,77520,0.00014189886480908153
28349,BR,2,16830,0.00011883541295306001
28355,BR,1,2550,0.000392156862745098
28359,BR,2,28560,7.002801120448179e-05
28360,BR,3,21420,0.00014005602240896358
28366,BR,4,12240,0.000326797385620915
28368,BR,13,24225,0.0005366357069143447
28370,BR,2,8160,0.00024509803921568627
28378,MX,5,16320,0.00030637254901960784
28381,MX,3,2040,0.0014705882352941176
28382,MX,1,3315,0.00030165912518853697
28387,MX,1,1020,0.0009803921568627449
28390,MX,1,1020,0.0009803921568627449
28392,MX,1,765,0.00130718954248366
28396,MX,2,1275,0.001568627450980392
28397,MX,1,1020,0.0009803921568627449
2840,SE,2,16320,0.00012254901960784314
28400,MX,10,77775,0.00012857602057216331
28403,MX,1,5610,0.00017825311942958999
28418,MX,3,1020,0.0029411764705882357
28419,MX,1,1020,0.0009803921568627449
2842,SE,1,65280,1.5318627450980392e-05
28425,MX,1,1275,0.000784313725490196
28438,MX,2,13005,0.00015378700499807767
2846,SE,1,66045,1.5141191611779846e-05
28469,MX,3,81855,3.665017408832692e-05
2847,LT,1,80580,1.2410027302060064e-05
2848,RU,1,28560,3.501400560224089e-05
28481,MX,3,31110,9.643201542912249e-05
28498,MX,2,510,0.0039215686274509795
28499,MX,1,255,0.0039215686274509795
28502,MX,3,20910,0.00014347202295552367
28504,MX,1,255,0.0039215686274509795
28509,MX,15,450330,3.330890680167877e-05
2852,CZ,6,845580,7.095721280068118e-06
28524,MX,1,4080,0.00024509803921568627
28530,MX,2,1275,0.001568627450980392
28531,MX,1,1530,0.00065359477124183
28537,MX,2,1530,0.00130718954248366
28539,MX,2,9435,0.00021197668256491787
2854,RU,5,260610,1.9185756494378574e-05
28545,MX,5,34170,0.0001463271875914545
28546,MX,4,4845,0.000825593395252838
28548,MX,9,101490,8.867868755542418e-05
28549,MX,1,18870,5.299417064122947e-05
28554,MX,5,86955,5.750100626760969e-05
28555,MX,1,41055,2.435756911460236e-05
2856,GB,196,8922960,2.1965805069169872e-05
28571,BR,7,170595,4.103285559365749e-05
28572,BR,1,4080,0.00024509803921568627
28573,BR,632,9160136,6.899460881366827e-05
28577,BR,2,3060,0.00065359477124183
28580,BR,7,61200,0.00011437908496732026
28583,BR,1,57120,1.7507002801120447e-05
28590,BR,3,57120,5.2521008403361354e-05
28592,BR,1,3060,0.000326797385620915
28594,BR,1,4080,0.00024509803921568627
28598,BR,15,22440,0.0006684491978609625
286,NL,1,234503,4.264337769666059e-06
2860,PT,61,1957380,3.116410712278658e-05
28615,BR,3,36975,8.113590263691683e-05
28624,BR,6,36720,0.0001633986928104575
28634,BR,4,24480,0.0001633986928104575
28635,BR,1,14535,6.879944960440316e-05
2864,UA,2,765,0.00261437908496732
28642,BR,2,9180,0.00021786492374727668
28644,BR,3,8160,0.0003676470588235294
28649,BR,4,75480,5.299417064122947e-05
28652,BR,4,23970,0.00016687526074259492
28654,BR,1,8160,0.00012254901960784314
28656,BR,1,8160,0.00012254901960784314
28657,BR,2,8160,0.00024509803921568627
28658,BR,3,22440,0.00013368983957219252
28661,BR,3,16320,0.0001838235294117647
28665,BR,2,28560,7.002801120448179e-05
28666,BR,2,4080,0.0004901960784313724
28667,BR,1,12240,8.169934640522875e-05
28668,BR,2,34680,5.7670126874279124e-05
28669,BR,23,34680,0.00066320645905421
28683,BJ,5,26265,0.00019036740909956216
28685,NL,12,231030,5.194130632385404e-05
28703,RU,1,5100,0.000196078431372549
28707,BE,1,10455,9.564801530368244e-05
28708,FR,1,66810,1.4967819188744199e-05
28714,DE,1,65535,1.5259021896696422e-05
28715,GB,6,765,0.007843137254901959
28716,IT,3,39525,7.590132827324479e-05
28717,DK,2,131580,1.5199878400972793e-05
2872,TR,1,1275,0.000784313725490196
28725,CZ,6,134130,4.4732721986132864e-05
28745,RU,8,43095,0.00018563638473140736
28746,TR,1,3060,0.000326797385620915
28747,BE,2,40545,4.932790726353434e-05
28753,DE,131,81600,0.0016053921568627452
28761,RU,47,6120,0.007679738562091503
28762,RU,2,1530,0.00130718954248366
28769,RU,3,19125,0.00015686274509803922
28775,RU,1,8160,0.00012254901960784314
28787,AZ,25,73185,0.00034160005465600873
28788,NL,2,18615,0.00010744023636852
28812,RU,74,317985,0.0002327153796562731
28824,NO,1,16320,6.127450980392157e-05
28840,RU,25,335580,7.449788426008703e-05
28851,CZ,1,58140,1.719986240110079e-05
28854,SE,5,39525,0.0001265022137887413
28855,FR,1,6885,0.00014524328249818444
28876,DE,2,27540,7.262164124909222e-05
28878,NL,2,53805,3.717126661090977e-05
28884,RU,2,14790,0.0001352265043948614
28885,OM,74,439784,0.00016826442071562404
28886,LV,1,4080,0.00024509803921568627
28890,RU,22,84660,0.00025986298133711316
28891,RU,2,2295,0.0008714596949891067
28906,RU,5,3570,0.0014005602240896359
28907,UA,2,31620,6.325110689437066e-05
28908,SE,1,4845,0.0002063983488132095
28917,RU,4,42840,9.337068160597572e-05
28919,AT,1,14280,7.002801120448179e-05
28924,HU,1,9435,0.00010598834128245892
28954,SE,1,4080,0.00024509803921568627
28964,RS,3,25500,0.00011764705882352942
28965,RU,1,510,0.0019607843137254897
28968,RU,1,12240,8.169934640522875e-05
28972,CZ,1,16320,6.127450980392157e-05
28990,MD,2,4080,0.0004901960784313724
28994,UA,3,8160,0.0003676470588235294
28999,IT,3,5100,0.000588235294117647
29007,PL,1,16320,6.127450980392157e-05
29013,UA,3,16320,0.0001838235294117647
29017,GB,2,46410,4.309416074121957e-05
29027,LB,1,1020,0.0009803921568627449
29028,NL,1,4080,0.00024509803921568627
29030,BG,18,22695,0.0007931262392597487
29035,UA,2,255,0.007843137254901959
29039,UG,1,1785,0.0005602240896358543
29046,KZ,6,7905,0.0007590132827324477
29049,AZ,29,35700,0.0008123249299719888
29050,IT,4,21420,0.00018674136321195143
29053,RU,1,4845,0.0002063983488132095
29061,KG,11,17340,0.0006343713956170705
29062,UA,1,4080,0.00024509803921568627
29066,DE,326,77265,0.00421924545395716
29067,UA,3,765,0.0039215686274509795
29068,IR,2,29580,6.76132521974307e-05
29069,RU,3,8924,0.00033617212012550425
2907,JP,20,8664783,2.3081939847772298e-06
29071,RU,2,8160,0.00024509803921568627
29072,RU,5,39780,0.00012569130216189038
29074,UA,3,4590,0.00065359477124183
29075,FR,1,35190,2.841716396703609e-05
29076,RU,13,25036,0.000519252276721521
29084,BG,13,33150,0.000392156862745098
29090,DE,1020,1020,1.0
29091,NG,4,73440,5.446623093681917e-05
29097,CH,9,4080,0.0022058823529411764
29100,DK,1,73440,1.3616557734204793e-05
29107,UA,6,43532,0.00013782964256179363
29119,ES,53,437325,0.00012119133367632768
29124,RU,16,133875,0.00011951447245564893
29125,RU,1,38505,2.597065316192702e-05
29128,UA,3,2805,0.0010695187165775401
29134,CZ,1,20400,4.901960784313725e-05
2914,US,14,5684658,2.4627690883075107e-06
29141,DE,7,16320,0.000428921568627451
29169,FR,14,24735,0.0005659995957145745
29170,RS,18,13515,0.0013318534961154274
29177,IT,2,18360,0.00010893246187363834
29182,RU,92,69266,0.0013282129760632925
29184,RU,511,1020,0.5009803921568627
29190,RU,3,74460,4.0290088638195005e-05
29194,RU,3,27795,0.00010793308148947653
29196,RU,1,1020,0.0009803921568627449
29208,SK,10,260100,3.844675124951942e-05
29216,SE,1,510,0.0019607843137254897
29222,CH,11,30855,0.00035650623885917997
29226,RU,5,28560,0.00017507002801120448
29233,RU,1,510,0.0019607843137254897
29238,AL,2,7395,0.0002704530087897228
29239,DE,1,8160,0.00012254901960784314
29240,FI,1,18105,5.5233360950013806e-05
29247,GR,1,375615,2.6623004938567415e-06
29255,SA,5,49980,0.00010004001600640257
29256,SY,25538,1131945,0.02256116684114511
29259,DE,2,81855,2.4433449392217945e-05
29262,TR,32,11985,0.002670004171881519
29278,HU,5,32893,0.00015200802602377404
29286,IT,25,216367,0.0001155444222085623
29287,AT,1,11220,8.912655971479499e-05
29302,EU,27,6120,0.004411764705882353
29303,RU,2,5100,0.000392156862745098
29314,PL,27,521730,5.1750905640848716e-05
29319,RU,3,13260,0.00022624434389140272
29321,CH,1,15300,6.535947712418301e-05
29339,DE,1,2295,0.00043572984749455336
29340,GH,1,7905,0.0001265022137887413
29355,KZ,3,683400,4.389815627743635e-06
29357,KW,3,233835,1.2829559304637884e-05
29385,UZ,2,13260,0.00015082956259426848
29396,NL,3,99960,3.001200480192077e-05
29399,TR,1,3825,0.00026143790849673205
29404,DE,1,4080,0.00024509803921568627
29405,SK,6,33276,0.00018031013342949875
29413,DE,2,22440,8.912655971479499e-05
29414,PL,1,6885,0.00014524328249818444
29420,RU,2,5355,0.00037348272642390287
29422,FI,3,170595,1.7585509540138925e-05
29436,UA,2,2805,0.0007130124777183599
29443,UA,1,3570,0.00028011204481792715
29446,GB,1,8160,0.00012254901960784314
29456,RU,9,14535,0.0006191950464396285
29465,NG,58,80587,0.0007197190613870724
29468,SE,1,35700,2.8011204481792718e-05
29485,HR,2,36975,5.409060175794456e-05
29491,UA,4,10200,0.000392156862745098
29492,NO,1,122655,8.152949329419917e-06
29497,RU,6,72420,8.285004142502072e-05
29512,PL,2,12240,0.0001633986928104575
29513,FR,1,12240,8.169934640522875e-05
29518,SE,98,310333,0.0003157898128784241
29520,RU,2,8160,0.00024509803921568627
29522,PL,2,68085,2.9375045898509212e-05
29527,GB,1,12750,7.843137254901961e-05
29535,PL,1,1275,0.000784313725490196
29544,MR,10,24480,0.0004084967320261438
29550,GB,23,94605,0.00024311611437027641
29555,KZ,6,12240,0.0004901960784313724
29562,DE,57,829260,6.873598147746183e-05
29571,CI,34,285855,0.00011894142134998513
29580,BG,16,130560,0.00012254901960784314
29582,BG,4,34425,0.00011619462599854756
29584,AZ,5,4080,0.0012254901960784314
29588,RU,3,3060,0.0009803921568627449
29600,LV,1,24480,4.0849673202614376e-05
29608,FR,1,17085,5.85308750365818e-05
29611,GB,1,14535,6.879944960440316e-05
29614,GH,44,130815,0.0003363528647326377
